cargo_category,cargo_type,vessel_type,min_dwt,max_dwt,draft,loa,beam
Dry Bulk,Bauxite,Panamax,75550,76668,12.4,230.5,33.1
Bulk Gases,Ethylene,LPG Carrier,35259,61595,9.8,186.7,30.0
Bulk Gases,LNG,LPG Carrier,28518,67854,9.4,187.4,31.1
Bulk Gases,Ammonia,LPG Carrier,36145,62099,10.3,181.3,30.3
Bulk Gases,LNG,LPG Carrier,34908,57410,10.6,168.1,31.5
Dry Bulk,Steel Products,Panamax,58871,100226,13.2,222.5,31.8
Bulk Gases,Ethylene,LPG Carrier,34486,52064,10.0,185.4,31.0
Dry Bulk,Clinker,Supramax,54403,54903,10.4,185.2,31.6
Liquid Bulk,Fuel Oil,Aframax,101927,120667,13.9,244.4,42.2
Bulk Gases,Ammonia,LPG Carrier,44879,46341,10.5,176.6,30.1
Liquid Bulk,Diesel,LR1 Tanker,66525,69224,12.2,231.0,35.1
Dry Bulk,Clinker,Handysize,16110,26139,8.4,181.1,30.2
Bulk Gases,LPG,LNG Carrier,137750,138250,12.5,294.5,46.4
Dry Bulk,Steel Products,Supramax,49241,49741,10.0,189.7,32.1
Dry Bulk,Salt,Supramax,60403,64079,10.7,202.9,30.1
Liquid Bulk,Gasoline,Aframax,92023,104841,14.2,241.5,41.3
Liquid Bulk,Chemicals,MR Tanker,23206,52223,10.1,185.1,34.0
Liquid Bulk,Diesel,Aframax,89170,90251,14.0,252.6,45.0
Dry Bulk,Clinker,Handysize,9806,32134,7.4,177.0,33.1
Dry Bulk,Bauxite,Handysize,14276,37315,7.9,185.3,30.0
Liquid Bulk,Chemicals,Suezmax,165172,176169,16.1,274.6,48.6
Liquid Bulk,Diesel,Aframax,94806,113365,14.1,252.8,42.2
Liquid Bulk,Vegetable Oil,Suezmax,121978,203389,15.6,269.7,47.4
Dry Bulk,Fertilizer,Handysize,37780,38280,9.2,189.1,30.1
Dry Bulk,Coal,Panamax,77578,93915,12.9,235.5,33.0
Liquid Bulk,Crude Oil,MR Tanker,38869,44225,10.8,182.9,33.0
Dry Bulk,Coal,Capesize,178139,178639,16.3,291.3,44.9
Liquid Bulk,Petroleum Products,LR1 Tanker,61511,79282,13.2,225.5,35.8
Liquid Bulk,Fuel Oil,MR Tanker,29106,47174,11.1,191.2,33.1
Dry Bulk,Fertilizer,Panamax,89820,98100,13.0,223.0,32.7
Liquid Bulk,Chemicals,Suezmax,172414,194149,16.5,282.0,48.3
Liquid Bulk,Chemicals,Suezmax,176382,181898,15.5,275.9,47.0
Bulk Gases,LPG,Gas Carrier,12876,31460,8.7,165.0,26.4
Liquid Bulk,Gasoline,Suezmax,159220,180324,15.6,278.0,49.1
Dry Bulk,Grain,Supramax,38602,52043,10.3,193.5,33.2
Liquid Bulk,Diesel,Suezmax,156891,171071,15.3,278.2,47.1
Dry Bulk,Clinker,Supramax,49187,57297,11.2,187.8,29.5
Liquid Bulk,Gasoline,MR Tanker,42561,56164,11.5,186.1,31.7
Dry Bulk,Coal,Supramax,53605,54105,10.7,203.4,33.3
Bulk Gases,Ammonia,LNG Carrier,183142,183642,11.8,287.6,44.3
Liquid Bulk,Gasoline,Suezmax,139153,174832,15.7,274.3,47.4
Bulk Gases,LNG,LNG Carrier,152971,153471,12.3,288.1,46.4
Dry Bulk,Clinker,Supramax,52175,53316,10.2,194.9,31.1
Liquid Bulk,Petroleum Products,Suezmax,133059,163284,16.5,279.1,48.1
Liquid Bulk,Petroleum Products,Suezmax,173587,174087,16.2,276.6,48.2
Dry Bulk,Iron Ore,Supramax,43839,44339,10.5,207.5,33.2
Dry Bulk,Salt,Supramax,55796,60489,10.5,200.7,31.4
Dry Bulk,Fertilizer,Supramax,46429,57124,11.2,197.9,31.6
Dry Bulk,Clinker,Handysize,18828,32964,6.9,163.3,29.9
Dry Bulk,Clinker,Supramax,44187,54565,10.5,193.9,33.8
Dry Bulk,Steel Products,Handysize,26250,34711,7.9,173.8,31.3
Liquid Bulk,Chemicals,Suezmax,159527,192834,15.4,266.1,48.9
Liquid Bulk,Crude Oil,Suezmax,172023,172523,15.7,280.3,46.6
Liquid Bulk,Crude Oil,Suezmax,207192,207692,16.5,270.8,48.0
Bulk Gases,LNG,LNG Carrier,111548,148503,12.3,283.6,46.9
Dry Bulk,Grain,Panamax,71076,85385,12.0,212.6,32.2
Bulk Gases,Ethylene,LNG Carrier,203679,204179,12.1,293.1,46.7
Dry Bulk,Iron Ore,Panamax,87805,88305,13.2,234.3,32.7
Dry Bulk,Fertilizer,Panamax,88851,91493,13.1,232.8,32.0
Liquid Bulk,Gasoline,LR1 Tanker,58330,68681,13.6,216.5,33.5
Dry Bulk,Coal,Handysize,24309,32110,7.7,181.4,30.2
Bulk Gases,LPG,LNG Carrier,161896,162396,11.7,290.7,44.6
Bulk Gases,Propane,LNG Carrier,135286,180951,12.0,291.5,44.7
Liquid Bulk,Crude Oil,Aframax,95072,113090,14.2,255.1,42.6
Dry Bulk,Salt,Panamax,68914,90907,12.8,236.3,33.4
Bulk Gases,LNG,LPG Carrier,23914,39849,9.4,179.0,30.6
Bulk Gases,LNG,LNG Carrier,149645,150614,12.1,291.3,45.5
Dry Bulk,Steel Products,Supramax,55846,56346,10.7,214.7,31.9
Bulk Gases,Ethylene,LPG Carrier,43561,51146,10.1,189.7,27.1
Liquid Bulk,Diesel,MR Tanker,40679,41179,10.1,183.9,32.6
Dry Bulk,Steel Products,Supramax,41011,57077,11.6,188.4,32.1
Bulk Gases,LNG,Gas Carrier,21136,35128,9.0,165.6,28.8
Bulk Gases,LNG,LNG Carrier,169970,170470,12.6,281.7,45.4
Liquid Bulk,Vegetable Oil,MR Tanker,39787,57134,10.9,183.1,32.3
Dry Bulk,Coal,Panamax,63829,95957,13.1,227.2,31.9
Dry Bulk,Coal,Panamax,81267,89292,12.5,246.4,32.2
Liquid Bulk,Diesel,LR1 Tanker,62456,65362,12.6,230.4,34.5
Liquid Bulk,Petroleum Products,Suezmax,185001,203002,15.8,264.6,49.0
Liquid Bulk,Vegetable Oil,MR Tanker,32001,53303,9.5,188.1,31.0
Liquid Bulk,Chemicals,Suezmax,171390,182538,15.5,274.2,48.7
Dry Bulk,Coal,Panamax,79427,95828,13.8,218.9,34.1
Bulk Gases,LNG,LNG Carrier,127680,130610,11.7,289.0,47.0
Liquid Bulk,Crude Oil,MR Tanker,37358,55354,10.2,184.3,30.3
Dry Bulk,Iron Ore,Supramax,47870,58734,10.4,182.4,32.3
Dry Bulk,Fertilizer,Handysize,29872,35779,8.2,173.3,30.5
Liquid Bulk,Gasoline,Suezmax,180861,181361,16.2,269.4,48.1
Bulk Gases,LPG,LNG Carrier,127114,132899,11.7,291.8,45.3
Dry Bulk,Grain,Panamax,64800,95063,11.9,235.3,32.8
Bulk Gases,Ammonia,LNG Carrier,63556,120406,12.5,280.3,45.3
Dry Bulk,Grain,Handysize,30003,36474,7.7,175.5,31.1
Bulk Gases,Ethylene,LNG Carrier,185845,186345,12.2,291.0,45.9
Bulk Gases,LPG,LNG Carrier,132438,157542,12.6,296.7,44.8
Bulk Gases,LPG,LNG Carrier,148560,149060,11.8,293.6,48.9
Dry Bulk,Steel Products,Capesize,236925,237425,16.1,294.9,45.5
Liquid Bulk,Chemicals,Suezmax,155925,210480,16.0,280.5,48.7
Dry Bulk,Salt,Capesize,154553,193244,15.9,289.0,43.7
Liquid Bulk,Vegetable Oil,Aframax,104081,115476,14.0,256.7,41.5
Dry Bulk,Coal,Panamax,85900,86400,12.3,235.8,33.3
Dry Bulk,Clinker,Handysize,16668,27625,6.9,175.4,31.4
Liquid Bulk,Fuel Oil,Suezmax,153073,181695,16.1,275.4,47.0
Dry Bulk,Cement,Capesize,168525,190214,16.4,284.5,42.7
Liquid Bulk,Vegetable Oil,Aframax,113364,113864,13.6,250.2,41.2
Bulk Gases,Ammonia,LNG Carrier,137826,153344,12.3,277.3,46.6
Liquid Bulk,Vegetable Oil,LR1 Tanker,66528,70819,12.8,217.5,35.1
Bulk Gases,Ethylene,Gas Carrier,15255,19921,8.6,172.6,27.3
Liquid Bulk,Gasoline,MR Tanker,54300,54800,10.0,175.2,33.7
Dry Bulk,Iron Ore,Handysize,22140,27741,7.8,182.5,31.0
Liquid Bulk,Vegetable Oil,Suezmax,196772,197272,15.4,271.3,48.1
Bulk Gases,Ethylene,LPG Carrier,35893,47286,10.3,179.4,29.6
Dry Bulk,Iron Ore,Panamax,71792,86910,12.0,235.4,32.9
Liquid Bulk,Vegetable Oil,LR1 Tanker,54366,67970,11.8,226.1,34.7
Dry Bulk,Iron Ore,Capesize,103280,155374,15.8,293.7,44.7
Dry Bulk,Salt,Supramax,45665,56667,10.2,197.3,33.9
Dry Bulk,Steel Products,Supramax,52833,53333,11.0,205.3,30.7
Dry Bulk,Grain,Capesize,175249,202225,15.7,282.0,46.5
Dry Bulk,Salt,Supramax,51629,58018,10.6,202.1,30.6
Dry Bulk,Salt,Capesize,174008,199845,16.1,292.8,43.2
Liquid Bulk,Gasoline,Suezmax,165871,187962,16.0,281.5,47.8
Bulk Gases,Ethylene,Gas Carrier,27972,28472,9.3,165.3,28.3
Dry Bulk,Clinker,Capesize,127227,171681,16.7,287.0,43.6
Liquid Bulk,Petroleum Products,Suezmax,195394,202203,15.4,282.0,47.4
Liquid Bulk,Gasoline,MR Tanker,43254,51000,10.8,177.9,31.4
Dry Bulk,Grain,Capesize,129875,160846,16.1,283.4,46.2
Dry Bulk,Salt,Panamax,88788,89288,12.6,232.7,32.3
Dry Bulk,Clinker,Capesize,136309,194472,16.5,281.3,45.1
Dry Bulk,Bauxite,Panamax,86582,87082,12.7,234.4,32.7
Dry Bulk,Grain,Capesize,181897,216647,15.8,278.7,45.9
Dry Bulk,Coal,Handysize,28366,30332,8.3,169.5,31.2
Dry Bulk,Salt,Capesize,122607,210821,17.2,287.4,44.4
Bulk Gases,LNG,Gas Carrier,31286,31786,9.0,170.1,26.5
Liquid Bulk,Vegetable Oil,LR1 Tanker,64941,69189,12.4,242.1,33.7
Liquid Bulk,Vegetable Oil,MR Tanker,42081,47394,10.5,187.7,32.7
Dry Bulk,Steel Products,Supramax,49736,59064,10.4,194.2,30.8
Dry Bulk,Iron Ore,Handysize,16655,51561,8.3,168.4,28.5
Dry Bulk,Clinker,Supramax,50835,58235,10.8,195.3,32.3
Liquid Bulk,Diesel,LR1 Tanker,65543,69693,11.6,230.0,34.2
Dry Bulk,Steel Products,Panamax,80739,120288,12.8,227.9,33.0
Dry Bulk,Bauxite,Capesize,175663,186136,16.5,302.9,43.6
Liquid Bulk,Gasoline,Suezmax,164974,167912,16.3,266.3,47.8
Liquid Bulk,Diesel,MR Tanker,32259,52004,10.8,178.0,32.0
Liquid Bulk,Petroleum Products,Suezmax,135720,146895,15.9,275.2,50.6
Liquid Bulk,Chemicals,LR1 Tanker,67745,68245,12.2,237.2,37.3
Dry Bulk,Salt,Panamax,65284,76281,13.5,232.1,31.0
Dry Bulk,Fertilizer,Handysize,30697,31197,7.5,183.7,30.8
Liquid Bulk,Petroleum Products,LR1 Tanker,57011,71768,12.5,232.1,34.3
Liquid Bulk,Fuel Oil,Suezmax,135358,149415,16.4,279.5,47.5
Bulk Gases,Ethylene,Gas Carrier,23773,24273,9.1,166.0,31.0
Bulk Gases,Butane,Gas Carrier,12774,38557,9.5,171.1,30.1
Dry Bulk,Coal,Panamax,82488,94578,12.6,239.8,33.5
Liquid Bulk,Diesel,LR1 Tanker,61254,61754,12.3,225.5,35.1
Liquid Bulk,Vegetable Oil,MR Tanker,44936,46409,10.7,184.6,33.2
Bulk Gases,Propane,LNG Carrier,101385,147801,12.1,297.3,45.3
Dry Bulk,Salt,Handysize,10010,36430,7.4,171.2,29.6
Dry Bulk,Coal,Panamax,76087,88217,11.2,237.4,33.7
Liquid Bulk,Vegetable Oil,LR1 Tanker,68780,69280,12.6,231.0,35.3
Liquid Bulk,Fuel Oil,Aframax,98917,101139,14.4,251.6,43.9
Liquid Bulk,Diesel,Suezmax,178168,190994,16.1,284.0,48.6
Dry Bulk,Grain,Handysize,18688,42040,8.2,176.7,29.2
Dry Bulk,Fertilizer,Handysize,28690,36196,7.6,183.6,31.4
Dry Bulk,Clinker,Capesize,156605,180079,16.8,282.8,44.8
Bulk Gases,Ethylene,LNG Carrier,187708,188208,11.8,291.6,45.7
Liquid Bulk,Fuel Oil,Suezmax,128572,162903,15.4,275.4,48.8
Liquid Bulk,Diesel,LR1 Tanker,59985,78157,12.5,240.0,34.5
Liquid Bulk,Vegetable Oil,Suezmax,182981,183481,16.6,275.2,48.3
Liquid Bulk,Vegetable Oil,Suezmax,135848,167567,16.4,267.7,48.3
Dry Bulk,Iron Ore,Panamax,64327,100468,11.9,233.2,32.6
Liquid Bulk,Crude Oil,LR1 Tanker,64939,78392,13.1,223.1,34.1
Liquid Bulk,Petroleum Products,MR Tanker,24255,49705,9.9,181.0,31.9
Liquid Bulk,Fuel Oil,Aframax,99026,104731,14.3,253.5,42.7
Dry Bulk,Cement,Panamax,81916,94192,12.1,238.7,33.1
Dry Bulk,Fertilizer,Supramax,43282,54800,10.5,197.9,32.6
Bulk Gases,LPG,LPG Carrier,56937,60623,9.3,183.9,31.0
Liquid Bulk,Petroleum Products,Suezmax,162325,196118,17.1,284.3,48.2
Dry Bulk,Salt,Handysize,33393,33893,7.8,176.2,31.7
Dry Bulk,Cement,Handysize,15189,39615,7.8,174.6,30.1
Dry Bulk,Steel Products,Handysize,6140,36663,8.0,177.3,30.4
Dry Bulk,Salt,Panamax,92359,92859,11.9,238.2,33.8
Dry Bulk,Coal,Handysize,23135,38174,8.2,174.0,29.9
Bulk Gases,LPG,LNG Carrier,154009,192008,12.2,284.6,48.9
Dry Bulk,Steel Products,Handysize,19142,30894,7.8,191.0,31.1
Dry Bulk,Iron Ore,Capesize,144970,184224,16.3,295.7,41.6
Liquid Bulk,Crude Oil,LR1 Tanker,67740,76510,12.4,229.4,34.8
Dry Bulk,Iron Ore,Capesize,174946,207337,16.1,291.6,44.5
Liquid Bulk,Fuel Oil,LR1 Tanker,60966,71811,12.3,224.7,35.6
Dry Bulk,Iron Ore,Panamax,88816,89316,13.1,225.3,32.3
Dry Bulk,Iron Ore,Supramax,49815,54685,10.8,195.4,31.9
Liquid Bulk,Gasoline,Aframax,95614,105111,14.4,230.5,41.2
Dry Bulk,Fertilizer,Capesize,134015,169714,15.9,292.2,45.2
Bulk Gases,Propane,Gas Carrier,30537,31037,8.7,159.7,27.4
Bulk Gases,Butane,Gas Carrier,20411,31562,8.4,163.5,28.2
Liquid Bulk,Chemicals,Suezmax,169393,173569,15.7,270.5,47.9
Dry Bulk,Salt,Panamax,70925,93153,11.6,227.9,32.1
Dry Bulk,Steel Products,Supramax,48180,65837,10.7,191.2,31.8
Dry Bulk,Bauxite,Supramax,38573,53642,10.4,205.5,31.7
Bulk Gases,Propane,Gas Carrier,21104,24276,10.2,165.5,30.4
Bulk Gases,Ammonia,LNG Carrier,131273,149911,12.2,290.9,44.1
Dry Bulk,Coal,Handysize,21076,37124,7.6,169.0,30.4
Dry Bulk,Salt,Capesize,194429,201388,16.2,300.3,44.6
Dry Bulk,Coal,Supramax,41765,50223,11.1,197.9,31.8
Dry Bulk,Fertilizer,Panamax,79266,109142,13.6,245.8,32.2
Liquid Bulk,Gasoline,Suezmax,161040,161540,16.8,264.5,48.4
Dry Bulk,Coal,Handysize,15112,28072,7.2,175.0,29.9
Dry Bulk,Grain,Supramax,44921,58948,10.1,201.5,33.6
Liquid Bulk,Crude Oil,MR Tanker,34674,40834,10.8,193.6,31.9
Dry Bulk,Fertilizer,Capesize,127836,182394,15.5,297.2,45.2
Dry Bulk,Salt,Panamax,75060,83444,12.0,232.9,33.1
Liquid Bulk,Fuel Oil,MR Tanker,32478,53648,10.8,182.0,32.2
Liquid Bulk,Petroleum Products,Suezmax,130865,153641,15.7,279.3,47.7
Bulk Gases,Propane,LNG Carrier,101526,125674,11.8,292.9,43.5
Liquid Bulk,Petroleum Products,LR1 Tanker,60710,67341,13.4,228.0,35.7
Dry Bulk,Grain,Panamax,78250,78750,12.9,232.1,32.9
Dry Bulk,Cement,Supramax,72948,73448,11.6,195.3,32.2
Dry Bulk,Grain,Capesize,152646,167963,15.9,290.6,44.3
Liquid Bulk,Vegetable Oil,MR Tanker,41659,46636,10.0,182.5,33.6
Dry Bulk,Grain,Panamax,70834,91643,12.1,235.9,33.0
Dry Bulk,Clinker,Supramax,56172,56672,10.9,197.8,33.6
Dry Bulk,Salt,Supramax,45683,58717,10.3,198.8,32.2
Dry Bulk,Cement,Panamax,81257,91115,12.9,244.0,33.4
Bulk Gases,LNG,Gas Carrier,31350,31850,8.6,176.5,29.1
Bulk Gases,LPG,LPG Carrier,57389,57889,9.9,170.8,29.4
Bulk Gases,LPG,LPG Carrier,52178,52678,10.3,179.2,30.0
Bulk Gases,Propane,LPG Carrier,23931,51359,8.2,173.0,27.9
Bulk Gases,Propane,Gas Carrier,33691,36236,9.5,180.4,26.8
Dry Bulk,Steel Products,Capesize,198156,198656,16.1,299.5,43.7
Dry Bulk,Bauxite,Handysize,19667,32423,7.5,170.6,31.1
Dry Bulk,Coal,Capesize,152989,186560,15.7,275.1,45.3
Liquid Bulk,Gasoline,MR Tanker,24332,49756,10.2,200.7,33.3
Dry Bulk,Grain,Handysize,26956,40786,7.4,183.7,29.9
Dry Bulk,Steel Products,Handysize,25730,40547,8.0,182.9,28.6
Dry Bulk,Bauxite,Handysize,18590,35180,7.7,170.1,32.4
Dry Bulk,Bauxite,Panamax,93414,95018,12.7,228.5,31.9
Bulk Gases,Butane,LPG Carrier,34967,52297,9.5,187.8,30.1
Dry Bulk,Bauxite,Handysize,11059,30994,7.6,190.9,30.4
Dry Bulk,Clinker,Capesize,107534,187781,15.4,297.7,44.3
Dry Bulk,Bauxite,Handysize,25475,43398,7.2,168.3,29.2
Bulk Gases,LNG,LNG Carrier,150915,151415,11.0,287.3,46.7
Bulk Gases,LPG,LNG Carrier,153077,153577,11.8,300.7,44.3
Dry Bulk,Grain,Capesize,143675,178696,16.3,284.8,45.6
Dry Bulk,Bauxite,Supramax,34415,50073,10.9,191.5,32.3
Dry Bulk,Coal,Handysize,26364,29627,7.7,172.3,30.2
Dry Bulk,Grain,Supramax,51831,56022,10.4,201.5,33.1
Dry Bulk,Steel Products,Panamax,54261,101526,12.5,233.0,33.2
Bulk Gases,Butane,LPG Carrier,16519,39797,9.9,181.9,32.6
Liquid Bulk,Crude Oil,Suezmax,137772,171750,16.3,265.0,47.2
Dry Bulk,Salt,Supramax,51905,54828,10.4,195.5,30.4
Bulk Gases,LNG,Gas Carrier,27697,43278,9.0,171.5,29.0
Liquid Bulk,Gasoline,Aframax,84276,121152,14.6,255.9,41.0
Liquid Bulk,Petroleum Products,Aframax,125531,126031,14.2,246.5,41.4
Bulk Gases,Ethylene,LNG Carrier,171593,172093,11.4,289.8,46.5
Dry Bulk,Clinker,Capesize,141080,173634,16.9,276.3,44.7
Liquid Bulk,Diesel,Aframax,79957,116406,14.1,247.5,41.1
Liquid Bulk,Chemicals,Suezmax,179461,198658,16.2,276.1,48.6
Dry Bulk,Bauxite,Panamax,69269,96890,13.5,237.0,32.1
Dry Bulk,Bauxite,Supramax,51058,51558,11.0,202.1,30.4
Dry Bulk,Coal,Panamax,64848,90275,12.4,221.6,32.8
Dry Bulk,Grain,Panamax,79458,85751,12.1,238.0,34.0
Dry Bulk,Salt,Panamax,73716,85001,12.8,228.0,31.7
Dry Bulk,Coal,Panamax,86715,87215,13.4,231.2,32.0
Dry Bulk,Grain,Capesize,151502,174715,15.4,298.8,45.6
Liquid Bulk,Chemicals,Suezmax,167157,197243,15.4,280.4,47.6
Bulk Gases,Butane,LPG Carrier,44760,45260,10.0,182.9,30.9
Dry Bulk,Cement,Supramax,53290,53790,10.5,196.6,31.0
Liquid Bulk,Chemicals,Aframax,101023,106135,12.8,243.3,41.0
Liquid Bulk,Gasoline,MR Tanker,26776,45749,10.9,195.3,32.6
Dry Bulk,Grain,Supramax,44574,57315,10.4,195.2,31.4
Dry Bulk,Iron Ore,Handysize,9065,28819,7.8,178.0,29.4
Bulk Gases,LPG,Gas Carrier,10024,36599,8.5,173.5,27.3
Dry Bulk,Fertilizer,Supramax,44469,51495,10.2,206.1,32.8
Dry Bulk,Iron Ore,Handysize,31433,35031,7.1,176.2,29.0
Dry Bulk,Cement,Panamax,92365,92865,13.2,239.5,34.3
Dry Bulk,Clinker,Capesize,126408,193681,17.5,285.7,43.6
Dry Bulk,Coal,Panamax,56589,96649,11.4,227.8,32.9
Bulk Gases,Ammonia,LPG Carrier,44007,55179,10.5,187.5,29.3
Dry Bulk,Clinker,Supramax,46310,53644,10.9,203.4,32.8
Dry Bulk,Bauxite,Supramax,55859,56359,11.4,210.1,32.9
Dry Bulk,Clinker,Supramax,55911,56411,10.3,191.9,33.1
Bulk Gases,LPG,LNG Carrier,84547,166769,12.6,297.1,46.9
Liquid Bulk,Gasoline,MR Tanker,32371,47088,11.5,190.7,32.2
Dry Bulk,Salt,Handysize,21684,22184,7.2,189.8,28.9
Dry Bulk,Steel Products,Panamax,80909,99968,12.0,231.3,33.0
Liquid Bulk,Crude Oil,Suezmax,161915,234754,15.2,279.9,47.4
Dry Bulk,Grain,Supramax,52796,57252,10.3,201.5,30.7
Bulk Gases,LNG,LNG Carrier,140091,159710,12.6,297.3,46.5
Dry Bulk,Iron Ore,Handysize,24631,25474,7.3,187.8,31.3
Dry Bulk,Salt,Capesize,134041,177414,15.7,302.0,45.9
Liquid Bulk,Chemicals,Suezmax,189194,189694,15.7,278.7,48.7
Dry Bulk,Fertilizer,Panamax,80358,83134,13.2,233.9,31.5
Bulk Gases,LPG,LPG Carrier,56106,61297,10.0,180.7,30.2
Dry Bulk,Clinker,Handysize,12504,28431,6.6,183.1,28.9
Dry Bulk,Coal,Handysize,34063,34563,7.5,174.8,30.1
Dry Bulk,Steel Products,Capesize,188799,189299,16.9,293.4,43.6
Dry Bulk,Iron Ore,Supramax,41741,62208,10.2,191.4,33.4
Dry Bulk,Coal,Handysize,25575,26075,7.7,171.8,31.6
Liquid Bulk,Vegetable Oil,MR Tanker,43751,51874,11.0,191.8,32.3
Dry Bulk,Salt,Handysize,15569,35370,8.7,172.3,29.8
Dry Bulk,Cement,Panamax,82949,91442,12.3,241.0,34.8
Bulk Gases,LNG,LPG Carrier,39033,39533,9.2,182.6,31.2
Bulk Gases,Propane,LPG Carrier,45468,50700,9.8,167.7,30.3
Dry Bulk,Cement,Panamax,88072,88572,13.6,237.5,33.9
Dry Bulk,Bauxite,Capesize,129790,156714,16.1,293.0,47.0
Dry Bulk,Bauxite,Panamax,84614,88777,12.1,238.0,31.8
Dry Bulk,Clinker,Handysize,30768,31268,8.4,181.9,30.3
Dry Bulk,Bauxite,Handysize,22091,33942,7.9,178.4,29.2
Liquid Bulk,Gasoline,MR Tanker,39522,50260,9.8,188.1,31.1
Bulk Gases,LNG,Gas Carrier,17858,22169,8.1,160.7,27.6
Dry Bulk,Iron Ore,Capesize,179368,179868,16.4,294.8,44.8
Dry Bulk,Fertilizer,Handysize,25535,26035,8.3,194.7,28.5
Liquid Bulk,Vegetable Oil,MR Tanker,29717,47390,10.1,186.5,31.6
Bulk Gases,LPG,LNG Carrier,182457,182957,12.1,299.7,47.9
Dry Bulk,Fertilizer,Capesize,127015,160118,16.1,298.4,44.9
Liquid Bulk,Vegetable Oil,LR1 Tanker,55920,68614,12.7,230.5,36.4
Liquid Bulk,Fuel Oil,Suezmax,117740,181801,16.8,286.4,47.3
Liquid Bulk,Diesel,MR Tanker,35881,49660,10.4,186.2,32.4
Dry Bulk,Cement,Supramax,36213,58068,10.9,195.8,33.9
Dry Bulk,Bauxite,Handysize,20855,33589,8.4,172.1,29.3
Dry Bulk,Steel Products,Handysize,22324,37955,7.7,172.8,29.7
Liquid Bulk,Petroleum Products,LR1 Tanker,59936,70590,13.0,233.2,33.3
Dry Bulk,Iron Ore,Supramax,50853,55944,11.2,201.4,33.4
Dry Bulk,Iron Ore,Supramax,48308,60755,10.8,198.0,34.7
Dry Bulk,Clinker,Capesize,152885,190068,15.5,281.0,44.7
Liquid Bulk,Crude Oil,LR1 Tanker,70834,71784,13.0,237.6,35.5
Dry Bulk,Bauxite,Panamax,64555,89746,12.2,227.4,32.4
Dry Bulk,Clinker,Supramax,47088,51966,10.5,193.1,29.6
Dry Bulk,Fertilizer,Handysize,43502,44002,7.3,181.4,28.9
Dry Bulk,Grain,Supramax,58306,63551,10.7,207.0,32.6
Dry Bulk,Cement,Panamax,64890,89561,12.9,230.8,32.2
Bulk Gases,LPG,LNG Carrier,113743,143956,12.0,283.1,45.7
Dry Bulk,Salt,Panamax,67590,95937,11.4,236.4,33.2
Dry Bulk,Clinker,Handysize,16608,17108,7.4,177.2,29.4
Dry Bulk,Salt,Capesize,125426,207044,16.6,286.2,43.1
Bulk Gases,Propane,LPG Carrier,34822,49112,10.6,170.9,30.0
Dry Bulk,Grain,Panamax,97913,98413,12.5,229.3,32.0
Dry Bulk,Iron Ore,Handysize,33090,33590,7.7,179.1,29.3
Bulk Gases,Ethylene,Gas Carrier,12518,32042,9.2,169.1,27.4
Dry Bulk,Coal,Capesize,196646,197146,16.9,275.7,45.4
Bulk Gases,Propane,Gas Carrier,26739,27239,9.5,178.5,25.2
Bulk Gases,Ethylene,LNG Carrier,153121,153621,11.8,300.6,46.2
Liquid Bulk,Vegetable Oil,Suezmax,135888,179145,17.2,261.9,47.0
Dry Bulk,Clinker,Supramax,54801,62793,10.5,188.3,34.4
Liquid Bulk,Diesel,LR1 Tanker,71239,73195,12.1,231.5,35.0
Dry Bulk,Cement,Supramax,52498,61616,11.2,189.6,33.3
Dry Bulk,Steel Products,Panamax,82380,96677,13.3,222.4,32.1
Liquid Bulk,Crude Oil,Aframax,96177,107637,14.6,266.3,40.5
Dry Bulk,Salt,Handysize,24770,36559,7.8,177.7,28.9
Dry Bulk,Grain,Handysize,28043,28543,6.8,188.4,30.7
Dry Bulk,Fertilizer,Handysize,26624,34538,8.1,182.9,30.7
Dry Bulk,Coal,Handysize,20940,40071,7.8,181.0,29.1
Liquid Bulk,Petroleum Products,LR1 Tanker,66371,66871,12.6,225.2,34.1
Liquid Bulk,Diesel,Suezmax,211808,212308,16.9,264.4,48.3
Liquid Bulk,Vegetable Oil,Aframax,79619,99267,13.6,253.8,41.2
Bulk Gases,LPG,LPG Carrier,52964,56981,11.1,171.7,30.9
Liquid Bulk,Chemicals,MR Tanker,48305,48805,11.2,185.7,31.8
Liquid Bulk,Petroleum Products,MR Tanker,31615,44019,11.6,180.4,33.1
Dry Bulk,Bauxite,Handysize,19934,31451,8.1,168.6,29.4
Bulk Gases,Ethylene,LPG Carrier,45781,54164,10.1,182.6,30.3
Liquid Bulk,Chemicals,MR Tanker,44998,45498,10.5,191.4,32.9
Dry Bulk,Iron Ore,Supramax,40474,56379,9.7,198.9,34.3
Liquid Bulk,Fuel Oil,Aframax,82507,100307,14.7,237.8,41.5
Bulk Gases,Propane,Gas Carrier,27891,28391,9.2,174.1,28.5
Liquid Bulk,Crude Oil,Suezmax,168979,175732,16.4,272.1,47.9
Dry Bulk,Bauxite,Supramax,46045,53012,10.3,198.5,31.4
Dry Bulk,Bauxite,Capesize,135524,183476,16.3,294.8,44.4
Dry Bulk,Bauxite,Capesize,173786,188289,16.4,284.5,45.1
Liquid Bulk,Diesel,LR1 Tanker,65706,69228,11.6,233.1,37.7
Dry Bulk,Steel Products,Handysize,20559,28535,7.8,183.1,31.4
Dry Bulk,Iron Ore,Capesize,107568,189808,16.6,291.7,45.0
Dry Bulk,Coal,Handysize,30609,37295,7.1,185.7,30.4
